,0,1,2,3,4,5,6,7,8
Variance,3.0142249443304996,2.5117104936505203,1.9293458967618735,1.5494925715341445,1.4181343752815005,0.31110812016836714,0.1988993745261222,0.023323086663737152,0.0
Proportional Var,0.27402044948459087,0.22833731760459275,0.17539508152380667,0.14086296104855858,0.1289213068437728,0.028282556378942468,0.018081761320556562,0.0021202806057942867,0.0
Cumulative Var,0.27402044948459087,0.5023577670891837,0.6777528486129903,0.8186158096615489,0.9475371165053217,0.9758196728842642,0.9939014342048208,0.9960217148106151,0.9960217148106151
