,0,1,2
0,-0.4698077867119528,0.383945409592307,-0.3369612659998563
1,0.34455649816237105,-0.2110760858366729,0.5199825886599905
2,0.37031505629137157,-0.33119057319954504,0.3224704654278915
3,-0.02274217881499137,0.5647855361634383,-0.29306382118401675
4,-0.5341078160247553,-0.3931203653417824,0.2029341796454606
5,-0.6346782404362499,0.021928708873209125,0.4167072004618179
6,0.3184042016722001,-0.10196871031321932,-0.59571075646867
7,0.1125972188817263,0.6879480914912848,0.13193863325682562
8,0.5106688224818423,0.06265383120686145,0.3305817855079378
9,0.26970744814468345,-0.179685442299808,-0.4332476638461663
10,-0.2649132236462454,-0.504220400336073,-0.2656313454612148
