,0,1,2
0,-0.27500261691693345,-0.3263351915873284,-0.5170195076426245
1,-0.07876221398267326,-0.3846826792443165,0.5189680831274999
2,0.09196675644087383,-0.4638823717567533,0.2624058141505426
3,-0.04773697851827152,0.18848610333170696,-0.5421827658436839
4,-0.7844409772391727,-0.11780231241709138,-0.03330432995668105
5,-0.6579047143230815,0.29728007116246885,0.28052932793450164
6,0.5857355686391437,-0.15356502079001638,-0.2774367809493071
7,-0.08878178904423101,0.7109670538154972,-0.1682742007136158
8,0.23942808647433433,0.1475761248913365,0.6085326164584993
9,0.5030746281786167,0.04513092628317333,-0.06504350065012279
10,0.5124242502913953,0.05682729631132279,-0.06717475591500859
