,0,1,2
0,-0.5957881990370161,0.15768297276931495,-0.26443667465819193
1,0.2568148234389065,-0.2275237782815455,-0.5688334517524333
2,0.21344677183380548,0.07245694017476584,-0.4967299194560224
3,-0.500797399695831,0.29462402342904614,0.15332287228589583
4,-0.4514183210045684,-0.626519932367377,-0.19839010366236406
5,-0.04780581663990895,-0.7355479017228449,0.2666947911079565
6,0.21691902615549635,0.6386744865420011,0.08841118569229899
7,-0.35062393922506596,-0.0052487262084656905,0.6592957201661863
8,0.62951265441272,-0.2487754240773472,0.002853817258675196
9,0.31141152900626373,0.3389199584510315,0.17152606154432384
10,0.3183288707551982,0.34125738129142075,0.18628570147367532
